data_id;hb_state;cm4_state;pp_thrust;av_alti;tvc_thrust;tvc_alti;tvc_vel;padding;time
566;2;1;0;0;3000;41;2463;0;39792
567;2;1;0;0;3000;41;2463;0;39812
568;2;1;0;0;3000;41;2463;0;39812
569;2;1;0;0;3000;41;2463;0;39822
570;2;1;0;0;3000;41;2463;0;39832
571;2;1;0;0;3000;41;2463;0;39842
572;2;1;0;0;3000;41;2463;0;39842
573;2;1;0;0;3000;41;2463;0;39852
574;2;1;0;0;3000;41;2463;0;39852
575;2;1;0;0;3000;41;2463;0;39872
576;2;1;0;0;3000;41;2463;0;39872
577;2;1;0;0;3000;41;2463;0;39882
578;2;1;0;0;3000;41;2463;0;39892
579;2;1;0;0;3000;41;2463;0;39902
580;2;1;0;0;3000;41;2463;0;39922
581;2;1;0;0;3000;41;2463;0;39922
582;2;1;0;0;3000;41;2463;0;39932
583;2;1;0;0;3000;41;2463;0;39932
584;2;1;0;0;3000;41;2463;0;39942
585;2;1;0;0;3000;41;2463;0;39942
586;2;1;0;0;3000;41;2463;0;39962
587;2;1;0;0;3000;41;2463;0;39962
588;2;1;0;0;3000;41;2463;0;39962
589;2;1;0;0;3000;41;2463;0;39972
590;2;1;0;0;3000;41;2463;0;39972
591;2;1;0;0;3000;41;2463;0;39982
592;2;1;0;0;3000;41;2463;0;39982
593;2;1;0;0;3000;41;2463;0;40012
